date,ym,japan_news_body_count,japan_news_epu_count,japan_news_ratio,japan_the_asahi_shimbun_body_count,japan_the_asahi_shimbun_epu_count,japan_the_asahi_shimbun_ratio,japan_today_body_count,japan_today_epu_count,japan_today_ratio,news_total,japan_news_weights,japan_the_asahi_shimbun_weights,japan_today_weights,japan_news_z_score,japan_the_asahi_shimbun_z_score,japan_today_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2016-07-01,2016-7,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,2016-10,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,2016-11,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,2016-12,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,2017-1,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,2017-6,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2017-7,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,2017-12,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018-1,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,2018-4,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,2018-5,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018-6,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,2018-10,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,2018-11,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,2018-12,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,2019-1,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-2,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,2019-4,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,2019-6,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,2019-8,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,2019-9,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,2019-10,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,2019-11,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,2020-1,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,2020-3,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,2020-4,0.0,0.0,0.0,1.0,0.0,0.0,8,0.0,0.0,9.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,2020-5,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,2020-6,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,2020-7,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.07692307692307693,13.0,0.0,0.0,1.0,0.0,0.0,6.648116263438656,2.216038754479552,6.648116263438656,2315.1335444268207,2166.2876796389687,2315.1335444268207
2020-08-01,2020-8,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,2020-9,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,2020-11,0.0,0.0,0.0,184.0,2.0,0.010869565217391304,37,0.0,0.0,221.0,0.0,0.832579185520362,0.167420814479638,0.0,8.48528137423857,0.0,2.82842712474619,7.064668655474646,2460.1933444663196,2764.927653322265,2460.1933444663196
2020-12-01,2020-12,0.0,0.0,0.0,213.0,0.0,0.0,41,0.0,0.0,254.0,0.0,0.8385826771653543,0.16141732283464566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,2021-1,0.0,0.0,0.0,197.0,2.0,0.01015228426395939,40,0.0,0.0,237.0,0.0,0.8312236286919831,0.16877637130801687,0.0,7.925338948527395,0.0,2.641779649509132,6.5877289994088475,2294.104342308256,2582.470498534502,2294.104342308256
2021-02-01,2021-2,0.0,0.0,0.0,188.0,4.0,0.02127659574468085,42,0.0,0.0,230.0,0.0,0.8173913043478261,0.1826086956521739,0.0,16.609486945318054,0.0,5.5364956484393515,13.576450198781714,4727.849818496145,5412.1988107584775,4727.849818496145
2021-03-01,2021-3,0.0,0.0,0.0,218.0,3.0,0.013761467889908258,44,0.0,0.0,262.0,0.0,0.8320610687022901,0.16793893129770993,0.0,10.742833299494706,0.0,3.580944433164902,8.938693356068114,3112.801884315211,3500.5506069584653,3112.801884315211
2021-04-01,2021-4,0.0,0.0,0.0,208.0,0.0,0.0,39,0.0,0.0,247.0,0.0,0.8421052631578947,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,2021-5,0.0,0.0,0.0,231.0,3.0,0.012987012987012988,43,0.0,0.0,274.0,0.0,0.843065693430657,0.15693430656934307,0.0,10.138258265324007,0.0,3.379419421774669,8.547217734634474,2976.474794491187,3303.54992344998,2976.474794491187
2021-06-01,2021-6,0.0,0.0,0.0,233.0,1.0,0.004291845493562232,39,0.0,0.0,272.0,0.0,0.8566176470588235,0.14338235294117646,0.0,3.350411529742268,0.0,1.1168038432474228,2.870021641286575,999.4535461894422,1091.731090582182,999.4535461894422
2021-07-01,2021-7,0.0,0.0,0.0,232.0,2.0,0.008620689655172414,36,0.0,0.0,268.0,0.0,0.8656716417910447,0.13432835820895522,0.0,6.7297059174995555,0.0,2.2432353058331853,5.825715570372749,2028.7415265934947,2192.8736560831762,2028.7415265934947
2021-08-01,2021-8,0.0,0.0,0.0,237.0,2.0,0.008438818565400843,41,0.0,0.0,278.0,0.0,0.8525179856115108,0.1474820143884892,0.0,6.5877289994088475,0.0,2.195909666469616,5.616157456330565,1955.7652126872542,2146.610498781843,1955.7652126872542
2021-09-01,2021-9,0.0,0.0,0.0,167.0,0.0,0.0,39,0.0,0.0,206.0,0.0,0.8106796116504854,0.18932038834951456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,2021-10,0.0,0.0,0.0,199.0,1.0,0.005025125628140704,41,0.0,0.0,240.0,0.0,0.8291666666666667,0.17083333333333334,0.0,3.9228436504017514,0.0,1.3076145501339171,3.2526911934581193,1132.7140190147015,1278.258010581148,1132.7140190147015
2021-11-01,2021-11,0.0,0.0,0.0,183.0,2.0,0.01092896174863388,38,0.0,0.0,221.0,0.0,0.8280542986425339,0.17194570135746606,0.0,8.531649032021296,0.0,2.8438830106737654,7.064668655474647,2460.19334446632,2780.0365476027155,2460.19334446632
2021-12-01,2021-12,0.0,0.0,0.0,233.0,2.0,0.008583690987124463,41,0.0,0.0,274.0,0.0,0.8503649635036497,0.14963503649635038,0.0,6.700823059484536,0.0,2.2336076864948455,5.6981451564229815,1984.3165296607908,2183.462181164364,1984.3165296607908
2022-01-01,2022-1,0.0,0.0,0.0,214.0,1.0,0.004672897196261682,41,0.0,0.0,255.0,0.0,0.8392156862745098,0.1607843137254902,0.0,3.6478779739717218,0.0,1.2159593246572407,3.061356417372347,1066.0837826020718,1188.6604864749927,1066.0837826020718
2022-02-01,2022-2,0.0,0.0,0.0,198.0,1.0,0.005050505050505051,30,0.0,0.0,228.0,0.0,0.868421052631579,0.13157894736842105,0.0,3.9426559920704474,0.0,1.3142186640234825,3.42388546679802,1192.3305463312647,1284.7138591194368,1192.3305463312647
2022-03-01,2022-3,0.0,0.0,0.0,230.0,1.0,0.004347826086956522,38,0.0,0.0,268.0,0.0,0.8582089552238806,0.1417910447761194,0.0,3.394112549695428,0.0,1.131370849898476,2.912857785186375,1014.3707632967476,1105.9710613289062,1014.3707632967476
2022-04-01,2022-4,68.0,1.0,0.014705882352941176,211.0,1.0,0.004739336492890996,37,0.0,0.0,316.0,0.21518987341772153,0.6677215189873418,0.11708860759493671,inf,3.6997435375826946,0.0,inf,inf,inf,inf,inf
2022-05-01,2022-5,1470.0,33.0,0.022448979591836733,219.0,2.0,0.0091324200913242,37,0.0,0.0,1726.0,0.8516801853997682,0.126882966396292,0.021436848203939745,inf,7.129186177442452,0.0,inf,inf,inf,inf,inf
2022-06-01,2022-6,1282.0,35.0,0.027301092043681748,187.0,2.0,0.0106951871657754,36,0.0,0.0,1505.0,0.8518272425249169,0.12425249169435217,0.023920265780730896,inf,8.349153865560947,0.0,inf,inf,inf,inf,inf
2022-07-01,2022-7,1050.0,25.0,0.023809523809523808,234.0,0.0,0.0,39,0.0,0.0,1323.0,0.7936507936507936,0.17687074829931973,0.02947845804988662,inf,0.0,0.0,inf,inf,inf,inf,inf
2022-08-01,2022-8,1042.0,20.0,0.019193857965451054,215.0,0.0,0.0,36,0.0,0.0,1293.0,0.805877803557618,0.1662799690641918,0.027842227378190254,inf,0.0,0.0,inf,inf,inf,inf,inf
2022-09-01,2022-9,1093.0,21.0,0.0192131747483989,202.0,1.0,0.0049504950495049506,39,0.0,0.0,1334.0,0.8193403298350824,0.15142428785607195,0.02923538230884558,inf,3.864583596187864,0.0,inf,inf,inf,inf,inf
2022-10-01,2022-10,1134.0,33.0,0.0291005291005291,172.0,1.0,0.005813953488372093,44,0.0,0.0,1350.0,0.84,0.1274074074074074,0.03259259259259259,inf,4.538638874592724,0.0,inf,inf,inf,inf,inf
2022-11-01,2022-11,1112.0,25.0,0.022482014388489208,164.0,1.0,0.006097560975609756,41,0.0,0.0,1317.0,0.8443432042520881,0.12452543659832954,0.031131359149582385,inf,4.76003589286554,0.0,inf,inf,inf,inf,inf
2022-12-01,2022-12,1232.0,27.0,0.021915584415584416,178.0,2.0,0.011235955056179775,42,0.0,0.0,1452.0,0.8484848484848485,0.12258953168044077,0.028925619834710745,inf,8.771302094718521,0.0,inf,inf,inf,inf,inf
2023-01-01,2023-1,1216.0,28.0,0.023026315789473683,180.0,0.0,0.0,41,0.0,0.0,1437.0,0.8462073764787752,0.12526096033402923,0.028531663187195546,inf,0.0,0.0,inf,inf,inf,inf,inf
2023-02-01,2023-2,1181.0,22.0,0.018628281117696866,157.0,0.0,0.0,32,0.0,0.0,1370.0,0.862043795620438,0.1145985401459854,0.02335766423357664,inf,0.0,0.0,inf,inf,inf,inf,inf
2023-03-01,2023-3,1278.0,34.0,0.026604068857589983,207.0,3.0,0.014492753623188406,37,0.0,0.0,1522.0,0.8396846254927727,0.1360052562417871,0.02431011826544021,inf,11.313708498984761,0.0,inf,inf,inf,inf,inf
2023-04-01,2023-4,1210.0,24.0,0.019834710743801654,177.0,1.0,0.005649717514124294,6,0.0,0.0,1393.0,0.8686288585786073,0.12706389088298636,0.004307250538406317,inf,4.4104287368923645,0.0,inf,inf,inf,inf,inf
2023-05-01,2023-5,1282.0,35.0,0.027301092043681748,190.0,2.0,0.010526315789473684,16,0.0,0.0,1488.0,0.8615591397849462,0.12768817204301075,0.010752688172043012,inf,8.217325120315246,0.0,inf,inf,inf,inf,inf
2023-06-01,2023-6,1298.0,23.0,0.017719568567026195,187.0,1.0,0.0053475935828877,12,0.0,0.0,1497.0,0.8670674682698731,0.12491649966599866,0.008016032064128256,inf,4.174576932780473,0.0,inf,inf,inf,inf,inf
2023-07-01,2023-7,1335.0,30.0,0.02247191011235955,181.0,0.0,0.0,7,0.0,0.0,1523.0,0.8765594221930401,0.11884438608010506,0.004596191726854892,inf,0.0,0.0,inf,inf,inf,inf,inf
2023-08-01,2023-8,1340.0,28.0,0.020895522388059702,183.0,1.0,0.00546448087431694,13,0.0,0.0,1536.0,0.8723958333333334,0.119140625,0.008463541666666666,inf,4.265824516010648,0.0,inf,inf,inf,inf,inf
2023-09-01,2023-9,1333.0,28.0,0.021005251312828207,143.0,0.0,0.0,10,0.0,0.0,1486.0,0.8970390309555855,0.09623149394347241,0.006729475100942127,inf,0.0,0.0,inf,inf,inf,inf,inf
2023-10-01,2023-10,1329.0,26.0,0.019563581640331076,165.0,0.0,0.0,11,0.0,0.0,1505.0,0.8830564784053156,0.10963455149501661,0.007308970099667774,inf,0.0,0.0,inf,inf,inf,inf,inf
2023-11-01,2023-11,1262.0,19.0,0.015055467511885896,159.0,1.0,0.006289308176100629,13,0.0,0.0,1434.0,0.8800557880055788,0.1108786610878661,0.00906555090655509,inf,4.9097225561631985,0.0,inf,inf,inf,inf,inf
2023-12-01,2023-12,1311.0,25.0,0.01906941266209001,153.0,1.0,0.006535947712418301,14,0.0,0.0,1478.0,0.8870094722598105,0.10351826792963464,0.009472259810554804,inf,5.102260695620578,0.0,inf,inf,inf,inf,inf
2024-01-01,2024-1,1329.0,21.0,0.01580135440180587,217.0,2.0,0.009216589861751152,11,0.0,0.0,1557.0,0.8535645472061657,0.13937058445728967,0.007064868336544637,inf,7.194892962488004,0.0,inf,inf,inf,inf,inf
2024-02-01,2024-2,1254.0,24.0,0.019138755980861243,164.0,1.0,0.006097560975609756,11,0.0,0.0,1429.0,0.8775367389783065,0.11476557032890133,0.007697690692792162,inf,4.76003589286554,0.0,inf,inf,inf,inf,inf
2024-03-01,2024-3,1301.0,21.0,0.01614142966948501,170.0,3.0,0.01764705882352941,8,0.0,0.0,1479.0,0.8796484110885734,0.11494252873563218,0.005409060175794456,inf,13.776103878175562,0.0,inf,inf,inf,inf,inf
2024-04-01,2024-4,1210.0,20.0,0.01652892561983471,191.0,3.0,0.015706806282722512,15,0.0,0.0,1416.0,0.8545197740112994,0.1348870056497175,0.01059322033898305,inf,12.2614537135594,0.0,inf,inf,inf,inf,inf
2024-05-01,2024-5,1305.0,18.0,0.013793103448275862,195.0,3.0,0.015384615384615385,18,0.0,0.0,1518.0,0.8596837944664032,0.12845849802371542,0.011857707509881422,inf,12.009936714306901,0.0,inf,inf,inf,inf,inf
2024-06-01,2024-6,1198.0,23.0,0.019198664440734557,159.0,3.0,0.018867924528301886,9,0.0,0.0,1366.0,0.87701317715959,0.116398243045388,0.006588579795021962,inf,14.729167668489593,0.0,inf,inf,inf,inf,inf
2024-07-01,2024-7,1176.0,18.0,0.015306122448979591,183.0,4.0,0.02185792349726776,14,0.0,0.0,1373.0,0.8565185724690458,0.13328477785870357,0.010196649672250545,inf,17.06329806404259,0.0,inf,inf,inf,inf,inf
2024-08-01,2024-8,1225.0,19.0,0.015510204081632653,186.0,2.0,0.010752688172043012,19,0.0,0.0,1430.0,0.8566433566433567,0.13006993006993006,0.013286713286713287,inf,8.39404178956934,0.0,inf,inf,inf,inf,inf
2024-09-01,2024-9,1075.0,25.0,0.023255813953488372,141.0,3.0,0.02127659574468085,10,0.0,0.0,1226.0,0.8768352365415987,0.11500815660685156,0.008156606851549755,inf,16.609486945318054,0.0,inf,inf,inf,inf,inf
2024-10-01,2024-10,1105.0,15.0,0.013574660633484163,162.0,2.0,0.012345679012345678,9,0.0,0.0,1276.0,0.8659874608150471,0.12695924764890282,0.007053291536050157,inf,9.637603536172204,0.0,inf,inf,inf,inf,inf
2024-11-01,2024-11,1130.0,18.0,0.01592920353982301,153.0,0.0,0.0,10,0.0,0.0,1293.0,0.8739365815931941,0.11832946635730858,0.007733952049497293,inf,0.0,0.0,inf,inf,inf,inf,inf
2024-12-01,2024-12,1066.0,24.0,0.0225140712945591,182.0,0.0,0.0,19,0.0,0.0,1267.0,0.8413575374901342,0.143646408839779,0.01499605367008682,inf,0.0,0.0,inf,inf,inf,inf,inf
2025-01-01,2025-1,1089.0,30.0,0.027548209366391185,169.0,1.0,0.005917159763313609,18,0.0,0.0,1276.0,0.853448275862069,0.13244514106583072,0.014106583072100314,inf,4.619206428579576,0.0,inf,inf,inf,inf,inf
2025-02-01,2025-2,866.0,22.0,0.025404157043879907,155.0,3.0,0.01935483870967742,18,0.0,0.0,1039.0,0.8334937439846006,0.14918190567853706,0.017324350336862367,inf,15.109275221224811,0.0,inf,inf,inf,inf,inf
2025-03-01,2025-3,1004.0,37.0,0.036852589641434265,185.0,2.0,0.010810810810810811,13,0.0,0.0,1202.0,0.8352745424292846,0.15391014975041598,0.010815307820299502,inf,8.439414988431876,0.0,inf,inf,inf,inf,inf
2025-04-01,2025-4,1072.0,46.0,0.04291044776119403,155.0,2.0,0.012903225806451613,10,0.0,0.0,1237.0,0.8666127728375101,0.12530315278900567,0.008084074373484237,inf,10.072850147483207,0.0,inf,inf,inf,inf,inf
2025-05-01,2025-5,1031.0,33.0,0.03200775945683802,168.0,2.0,0.011904761904761904,10,0.0,0.0,1209.0,0.8527708850289496,0.13895781637717122,0.008271298593879239,inf,9.293403409880339,0.0,inf,inf,inf,inf,inf
2025-06-01,2025-6,1055.0,30.0,0.02843601895734597,153.0,2.0,0.013071895424836602,12,0.0,0.0,1220.0,0.8647540983606558,0.12540983606557377,0.009836065573770493,inf,10.204521391241157,0.0,inf,inf,inf,inf,inf
